,indice,page_number,line_number,text,text_type,speaker,time_added
2172,6042,233,10,Objection.,side_chat,MR. ITKIN,start_answer
2173,6043,233,11,"For what purpose, senior-most for what?",a,THE WITNESS,start_question
2174,6045,233,13,So there is additional information you'd need to in order to draw any conclusions?,q,MR. CROKE,start_answer
2175,6048,233,16,"You keep asking me that.  I'm just telling you, you're asking me very broad questions.  This is not how financial markets work.  The question is senior-most for what, pari passu for what?  I ask you different questions.  You haven't given me different answers.  I can't answer the question.",a,THE WITNESS,start_question
2176,6056,233,24,Uh-huh. When did you first begin to,q,MR. CROKE,start_answer
2177,6059,234,1,Mathur - Attorneys' Eyes Only suspect that there might have been collateral securities in the Abacus 2006-10 CDO that did not comply with the eligibility criteria?,a,THE WITNESS,start_answer
2178,6064,234,6,"Personally, I think it will be 2015, in my opinion.",a,THE WITNESS,start_question
2179,6066,234,8,2015?,q,MR. CROKE,start_answer
2180,6067,234,9,I would have thought so.,a,THE WITNESS,start_question
2181,6068,234,10,Do you recall ever having any discussions with anyone else at Astra prior to 2015 about whether the collateral securities in Abacus 2006-10 did not comply with the eligibility criteria?,q,MR. CROKE,start_answer
2182,6073,234,15,"I don't specifically recall -- oh, but I don't think so.",a,THE WITNESS,start_question
2183,6075,234,17,"So just so the record is clear, you don't recall ever having any discussions with anyone else at Astra prior to 2015 about whether the collateral securities in Abacus 2006-10 did not comply with the eligibility criteria?",q,MR. CROKE,start_chat
2184,6081,234,23,Objection.  Asked and answered.,side_chat,MR. ITKIN,start_answer
2185,6083,234,25,"I do not recall it, no.",a,THE WITNESS,start_answer
2186,6085,235,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_question
2187,6086,235,2,Okay. How did you first come to believe that there were collateral securities in Abacus 2006-10 that did not comply with the eligibility criteria?,q,MR. CROKE,start_answer
2188,6091,235,7,It was a gradual process when we started looking at it.  I think somebody brought it to my attention that something is going on here.,a,THE WITNESS,start_question
2189,6095,235,11,And who was it that brought it to your attention?,q,MR. CROKE,start_answer
2190,6097,235,13,"I don't specifically recall, but I can guess probably would have been Mark.",a,THE WITNESS,start_question
2191,6099,235,15,And that's Mark Thomas?,q,MR. CROKE,start_answer
2192,6100,235,16,Yes.,a,THE WITNESS,start_question
2193,6101,235,17,Okay. And how did Mark Thomas come to learn that?,q,MR. CROKE,start_chat
2194,6104,235,20,Objection.,side_chat,MR. ITKIN,start_answer
2195,6105,235,21,I guess --,a,THE WITNESS,start_chat
2196,6106,235,22,Are you asking him --,side_chat,MR. ITKIN,start_answer
2197,6107,235,23,You're asking me to estimate?,a,THE WITNESS,start_question
2198,6108,235,24,I'm asking do you have an understanding as to how it is that Mark,q,MR. CROKE,start_answer
2199,6111,236,1,Mathur - Attorneys' Eyes Only Thomas came to the view that there might have been collateral securities in Abacus 2006-10 that did not comply with the eligibility criteria?,a,THE WITNESS,start_answer
2200,6116,236,6,There wasn't a -- I do not remember.  It was a lengthy period of time around which this whole thing happened.,a,THE WITNESS,start_question
2201,6119,236,9,Uh-huh.,q,MR. CROKE,start_answer
2202,6120,236,10,"There wasn't an event that, say, oh, look what I found.  There was never a eureka moment, if that's what you're asking.",a,THE WITNESS,start_question
2203,6124,236,14,Had you asked Mr. Thomas to look into issues like this?,q,MR. CROKE,start_answer
2204,6126,236,16,Issues like what?,a,THE WITNESS,start_question
2205,6127,236,17,Had you asked Mr. Thomas to investigate whether there might be collateral securities that did not comply with eligibility criteria in the Abacus 2006-10 CDO?,q,MR. CROKE,start_answer
2206,6132,236,22,"Do I recall?  No.  Mr. Thomas' task is to generally look at securities and make sure that all securities have -- follow the docs, securities that follow the",a,THE WITNESS,start_answer
2207,6137,237,1,"Mathur - Attorneys' Eyes Only criteria that they're meant to follow. Such a product, just a matter of adhering to a set of legal contracts and want to make sure that the Bloomberg is supporting the right thing. There are many instances where the -- I would have asked Mark to make sure that the index report is reflected accurately, Bloomberg is reflected accurately.  So, generally speaking, the instruction for the analysts or the trader is to make sure that everything is complied with.",a,THE WITNESS,start_question
2208,6151,237,15,And was it you who gave that instruction to Mr. Thomas?,q,MR. CROKE,start_answer
2209,6153,237,17,"I don't recall specifically, but it is not a specific instruction about a specific security that I would have given to anyone, is what my guess would be.",a,THE WITNESS,start_question
2210,6157,237,21,Uh-huh.,q,MR. CROKE,start_answer
2211,6158,237,22,"Would I have spoken about it? Yeah, probably.",a,THE WITNESS,start_question
2212,6160,237,24,Who was the first person outside of Astra that you contacted regarding your,q,MR. CROKE,start_answer
2213,6163,238,1,Mathur - Attorneys' Eyes Only belief that there were collateral securities in Abacus 2006-10 that did not comply with the eligibility criteria?,a,THE WITNESS,start_chat
2214,6167,238,5,Objection.,side_chat,MR. ITKIN,start_answer
2215,6168,238,6,I don't remember.,a,THE WITNESS,start_question
2216,6169,238,7,Have you ever had any conversations with Rajesh Pai as to whether the Abacus 2006-10 securities complied with the eligibility criteria?,q,MR. CROKE,start_answer
2217,6173,238,11,"You know, I was thinking about it.  I was thinking about it, you might ask that question.  I can't recall, at least at that time when he was working at Astra, did I ever speak to him again about his memory later on.  I tried to think about it pretty hard.  I don't remember if I did.",a,THE WITNESS,start_question
2218,6180,238,18,Uh-huh.,q,MR. CROKE,start_answer
2219,6181,238,19,Later on.,a,THE WITNESS,start_question
2220,6182,238,20,Uh-huh.,q,MR. CROKE,start_answer
2221,6183,238,21,But I was thinking that you might ask that question.  So I tried -- but no.,a,THE WITNESS,start_question
2222,6185,238,23,And you referenced a memo.  What memo are you talking about there?,q,MR. CROKE,start_answer
2223,6187,238,25,"The memo that Rajesh wrote, and",a,THE WITNESS,start_answer
2224,6189,239,1,Mathur - Attorneys' Eyes Only we discussed that memo sometime in '15.,a,THE WITNESS,start_question
2225,6191,239,3,Okay. And do you know why he wrote that memo?,q,MR. CROKE,start_answer
2226,6194,239,6,No.,a,THE WITNESS,start_question
2227,6195,239,7,Do you know when he wrote that memo?,q,MR. CROKE,start_answer
2228,6197,239,9,I know now.,a,THE WITNESS,start_question
2229,6198,239,10,And when did he write that memo?,q,MR. CROKE,start_answer
2230,6199,239,11,I think it was '14.,a,THE WITNESS,start_question
2231,6200,239,12,But you didn't discuss it with him until 2015?,q,MR. CROKE,start_answer
2232,6202,239,14,"I don't remember discussing it at all, actually.",a,THE WITNESS,start_question
2233,6204,239,16,Okay.,q,MR. CROKE,start_answer
2234,6205,239,17,But what I'm saying is that I can't even recall whether I did discuss with him or not.,a,THE WITNESS,start_question
2235,6208,239,20,"I think a few moments ago, when I asked you what memo are you talking about here, you said the memo that Rajesh wrote and we discussed that memo sometime in '15.",q,MR. CROKE,start_answer
2236,6212,239,24,"We, as in not me and Rajesh.  We, as in me and Astra people.",a,THE WITNESS,start_answer
2237,6215,240,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_question
2238,6216,240,2,Do you know whether Rajesh discussed that memo with anyone else at Astra in 2014?,q,MR. CROKE,start_answer
2239,6219,240,5,"Yeah, he may have.",a,THE WITNESS,start_question
2240,6220,240,6,Do you know whether he did?,q,MR. CROKE,start_answer
2241,6221,240,7,I do not know.,a,THE WITNESS,start_question
2242,6222,240,8,Have you had any discussions with Rajesh regarding that memo?,q,MR. CROKE,start_answer
2243,6224,240,10,"As I said before, I tried to think about it, expecting that you might ask that question, but I couldn't recall, actually.",a,THE WITNESS,start_question
2244,6228,240,14,Okay. Do you know why he wrote that memo?,q,MR. CROKE,start_chat
2245,6231,240,17,Objection.,side_chat,MR. ITKIN,start_answer
2246,6232,240,18,I can guess.,a,THE WITNESS,start_question
2247,6233,240,19,And why is that?,q,MR. CROKE,start_answer
2248,6234,240,20,Why is what?,a,THE WITNESS,start_question
2249,6235,240,21,What is your belief as to why he wrote that memo?,q,MR. CROKE,start_answer
2250,6237,240,23,"So you're asking me to guess, right?",a,THE WITNESS,start_question
2251,6239,240,25,If that's what you have as an,q,MR. CROKE,start_answer
2252,6241,241,1,Mathur - Attorneys' Eyes Only understanding as to why he may have written it.,a,THE WITNESS,start_chat
2253,6244,241,4,Objection.,side_chat,MR. ITKIN,start_answer
2254,6245,241,5,I didn't quite understand the last phrase you used.,a,THE WITNESS,start_question
2255,6247,241,7,Do you have any understanding as to why he did write the memo?,q,MR. CROKE,start_answer
2256,6249,241,9,"Yeah, I do have understanding why he may have wrote it.  But do I recall it? No.",a,THE WITNESS,start_question
2257,6252,241,12,What is your --,q,MR. CROKE,start_answer
2258,6253,241,13,I can guess it.  He's working on a project which I believe now are more collateral securities.,a,THE WITNESS,start_question
2259,6256,241,16,Okay. Did you ask him to work on that project?,q,MR. CROKE,start_answer
2260,6259,241,19,I don't specifically recall that.,a,THE WITNESS,start_question
2261,6260,241,20,"Okay. Over the course of your career, not limited to your time at Astra or Deutsche Bank, have you identified any other synthetic CDOs in which you believe that certain collateral securities did not",q,MR. CROKE,start_answer
2262,6267,242,1,Mathur - Attorneys' Eyes Only comply with the eligibility criteria other than the Abacus 2006-10 CDO?,a,THE WITNESS,start_answer
2263,6270,242,4,"Nothing specific comes to my mind at the moment.  People usually comply, uh-huh.",a,THE WITNESS,start_chat
2264,6273,242,7,I'm going to show you an exhibit here.  This will be Mathur Exhibit 2.,side_chat,MR. CROKE,is brackets
2265,6276,242,10,"(Mathur Exhibit 2, Trading data, Bates stamped ASTRA-00035203, marked for identification, as of this date.)",brackets,,start_question
2266,6280,242,14,Do you recognize this document?,q,MR. CROKE,start_answer
2267,6281,242,15,As in have I seen this document before?  No.  Do I recognize it?  Yes.,a,THE WITNESS,start_question
2268,6283,242,17,And what is it?,q,MR. CROKE,start_answer
2269,6284,242,18,It's -- looks like a trading history.,a,THE WITNESS,start_question
2270,6286,242,20,So I'll represent to you this is a printout of a tab from a spreadsheet that Astra produced in this matter with the production number ASTRA-00035203.,q,MR. CROKE,start_answer
2271,6290,242,24,Uh-huh.,a,THE WITNESS,start_question
2272,6291,242,25,"And the tab was labeled ""Trading",q,MR. CROKE,start_answer
2273,6293,243,1,"Mathur - Attorneys' Eyes Only Data.""",a,THE WITNESS,start_answer
2274,6295,243,3,Okay.,a,THE WITNESS,start_question
2275,6296,243,4,Does this document reflect Astra's trading of Abacus 2006-10 securities?,q,MR. CROKE,start_answer
2276,6299,243,7,It probably does.,a,THE WITNESS,start_question
2277,6300,243,8,"Okay. And each row in this chart represents a different trade, right?",q,MR. CROKE,start_answer
2278,6303,243,11,I assume so.,a,THE WITNESS,start_question
2279,6304,243,12,"Okay. Do you see the column labeled ""ORIG size""?",q,MR. CROKE,start_answer
2280,6307,243,15,Yep.,a,THE WITNESS,start_question
2281,6308,243,16,Does that column represent the original face value of the securities that are being bought or sold in each trade?,q,MR. CROKE,start_answer
2282,6311,243,19,Uh-huh.,a,THE WITNESS,start_question
2283,6312,243,20,"Okay. Do you see the column labeled ""Price""?",q,MR. CROKE,start_answer
2284,6315,243,23,Yeah.,a,THE WITNESS,start_question
2285,6316,243,24,Does that column represent the price for the securities being bought or,q,MR. CROKE,start_answer
2286,6319,244,1,Mathur - Attorneys' Eyes Only sold in each trade?,a,THE WITNESS,start_answer
2287,6321,244,3,"If that's what it does, yeah.",a,THE WITNESS,start_question
2288,6322,244,4,And is that price measured as a percentage of the original face value of the securities being bought or sold in each trade?,q,MR. CROKE,start_answer
